county,fips,state,all_cause
Brunswick County,51025,Virginia,959.810408564585
Buchanan County,51027,Virginia,1146.28529051144
Buckingham County,51029,Virginia,882.267445121476
Campbell County,51031,Virginia,807.437325645198
Caroline County,51033,Virginia,854.612491913525
Carroll County,51035,Virginia,930.680294184165
Charles City County,51036,Virginia,865.460918583302
Charlotte County,51037,Virginia,957.115141251478
Chesterfield County,51041,Virginia,756.359780495264
Clarke County,51043,Virginia,800.349292954008
Craig County,51045,Virginia,833.099957051782
Culpeper County,51047,Virginia,862.981503849685
Cumberland County,51049,Virginia,810.587778147386
Dickenson County,51051,Virginia,1130.47117978181
Dinwiddie County,51053,Virginia,903.357293226536
Essex County,51057,Virginia,895.467074616452
Fauquier County,51061,Virginia,783.579461851175
Floyd County,51063,Virginia,827.98410979222
Fluvanna County,51065,Virginia,687.113642861053
Franklin County,51067,Virginia,831.345784251632
Frederick County,51069,Virginia,770.349734051097
Giles County,51071,Virginia,1027.63747475129
Gloucester County,51073,Virginia,859.925590001051
Goochland County,51075,Virginia,715.126480121049
Grayson County,51077,Virginia,960.733149820455
Greene County,51079,Virginia,788.125862364637
Hanover County,51085,Virginia,760.713527251672
Henrico County,51087,Virginia,768.198660306471
Henry County,51089,Virginia,979.698593819144
Highland County,51091,Virginia,773.109668185291
Isle of Wight County,51093,Virginia,859.975839852073
King and Queen County,51097,Virginia,854.138304262826
King George County,51099,Virginia,798.093139981215
King William County,51101,Virginia,909.052424431154
Lancaster County,51103,Virginia,808.544491105164
Lee County,51105,Virginia,1101.73302459487
Loudoun County,51107,Virginia,554.642525185126
Louisa County,51109,Virginia,825.812006148255
Lunenburg County,51111,Virginia,916.777014197506
Madison County,51113,Virginia,787.209755617037
Mathews County,51115,Virginia,798.929705929242
Mecklenburg County,51117,Virginia,952.335908373054
Middlesex County,51119,Virginia,834.980344803707
Montgomery County,51121,Virginia,779.36346150205
Nelson County,51125,Virginia,860.627198559632
New Kent County,51127,Virginia,812.842851144248
Northampton County,51131,Virginia,947.115364464446
Northumberland County,51133,Virginia,765.407652229761
Nottoway County,51135,Virginia,999.413494025873
Orange County,51137,Virginia,814.863523217036
Page County,51139,Virginia,914.2314606908
Patrick County,51141,Virginia,935.437525687116
Powhatan County,51145,Virginia,758.923243086439
Prince Edward County,51147,Virginia,894.54538728326
Prince George County,51149,Virginia,741.232168189817
Pulaski County,51155,Virginia,1034.3837961305
Rappahannock County,51157,Virginia,783.151791634214
Richmond County,51159,Virginia,869.974578564715
Roanoke County,51161,Virginia,776.566813492312
Russell County,51167,Virginia,1083.22169195147
Scott County,51169,Virginia,1049.77947160125
Shenandoah County,51171,Virginia,799.490403734842
Smyth County,51173,Virginia,1047.72102013081
Stafford County,51179,Virginia,745.971014328555
Surry County,51181,Virginia,819.189299455251
Sussex County,51183,Virginia,1027.64458944424
Tazewell County,51185,Virginia,1114.13729139937
Warren County,51187,Virginia,937.729691791135
Washington County,51191,Virginia,902.679798750686
Westmoreland County,51193,Virginia,896.619208623585
Wise County,51195,Virginia,1183.56290348244
Wythe County,51197,Virginia,974.391442822972
Alexandria City,51510,Virginia,609.221219061209
Bristol City,51520,Virginia,1139.05322067406
Chesapeake City,51550,Virginia,833.495012783061
Colonial Heights City,51570,Virginia,849.836003834492
Covington City,51580,Virginia,1018.85570455284
Falls Church City,51610,Virginia,614.102595549042
Galax City,51640,Virginia,1048.14226349336
Hampton City,51650,Virginia,916.715672928332
Hopewell City,51670,Virginia,1134.58834505408
Lexington City,51678,Virginia,715.423997392319
Lynchburg City,51680,Virginia,912.918389955921
Martinsville City,51690,Virginia,1152.97639932272
Norfolk City,51710,Virginia,975.727614929573
Norton City,51720,Virginia,953.637085571446
Petersburg City,51730,Virginia,1180.85425445699
Poquoson City,51735,Virginia,785.401803223405
Portsmouth City,51740,Virginia,1021.4035698671
Radford City,51750,Virginia,959.040396324315
Richmond City,51760,Virginia,962.008680288644
Roanoke City,51770,Virginia,1027.35996559216
Salem City,51775,Virginia,912.160307893084
Suffolk City,51800,Virginia,912.955295724624
Virginia Beach City,51810,Virginia,741.011392815257
Winchester City,51840,Virginia,922.509564736781
Adams County,53001,Washington,779.054606851258
Asotin County,53003,Washington,767.910961439851
Benton County,53005,Washington,746.518198786073
Chelan County,53007,Washington,719.774327415038
Clallam County,53009,Washington,747.539792002914
Clark County,53011,Washington,763.464647499627
Columbia County,53013,Washington,780.153482468326
Cowlitz County,53015,Washington,889.180232133221
Douglas County,53017,Washington,712.479923262744
Ferry County,53019,Washington,882.69026072392
Franklin County,53021,Washington,731.359775410543
Garfield County,53023,Washington,693.181757007099
Grant County,53025,Washington,788.647998419148
Grays Harbor County,53027,Washington,938.014367009259
Island County,53029,Washington,624.190771149967
Jefferson County,53031,Washington,646.011351177465
King County,53033,Washington,647.542752570274
Kitsap County,53035,Washington,766.180912449982
Kittitas County,53037,Washington,669.930285937502
Klickitat County,53039,Washington,709.127682880688
Lewis County,53041,Washington,852.42070964985
Lincoln County,53043,Washington,723.961276045583
Mason County,53045,Washington,819.458843974755
Okanogan County,53047,Washington,816.849637354352
Pacific County,53049,Washington,874.315470210855
Pend Oreille County,53051,Washington,874.976943470433
Pierce County,53053,Washington,807.79466720212
San Juan County,53055,Washington,504.199365505068
Skagit County,53057,Washington,741.664412377637
Skamania County,53059,Washington,712.776524150911
Snohomish County,53061,Washington,731.577116959793
Spokane County,53063,Washington,808.18332292175
Stevens County,53065,Washington,835.745236944309
Thurston County,53067,Washington,732.381922743783
Wahkiakum County,53069,Washington,794.186647645279
Walla Walla County,53071,Washington,744.961860421895
Whatcom County,53073,Washington,691.960224840945
Whitman County,53075,Washington,671.758986268575
Yakima County,53077,Washington,809.423865796552
Barbour County,54001,West Virginia,984.643589953345
Berkeley County,54003,West Virginia,970.548053416664
Boone County,54005,West Virginia,1233.79177357582
Braxton County,54007,West Virginia,945.6649646836
Brooke County,54009,West Virginia,941.534177703922
Cabell County,54011,West Virginia,1065.89872059667
Calhoun County,54013,West Virginia,941.256775897453
Clay County,54015,West Virginia,1100.07427324848
Doddridge County,54017,West Virginia,968.495874489477
Fayette County,54019,West Virginia,1104.68325570854
Gilmer County,54021,West Virginia,924.725856965822
Grant County,54023,West Virginia,827.05037902196
Greenbrier County,54025,West Virginia,955.031245916455
Hampshire County,54027,West Virginia,882.532485102286
Hancock County,54029,West Virginia,955.616732126922
Hardy County,54031,West Virginia,898.641275875726
Harrison County,54033,West Virginia,1002.51350942741
Jackson County,54035,West Virginia,942.154119759714
Jefferson County,54037,West Virginia,885.839169572478
Kanawha County,54039,West Virginia,1019.7616438733
Lewis County,54041,West Virginia,1073.65339320283
Lincoln County,54043,West Virginia,1199.27368239852
Logan County,54045,West Virginia,1286.16451776191
McDowell County,54047,West Virginia,1365.84292774155
Marion County,54049,West Virginia,923.882346186022
Marshall County,54051,West Virginia,918.118347049824
Mason County,54053,West Virginia,1043.97067242954
Mercer County,54055,West Virginia,1108.94050533193
Mineral County,54057,West Virginia,914.056941945763
Mingo County,54059,West Virginia,1372.22056959253
Monongalia County,54061,West Virginia,804.992605338017
Monroe County,54063,West Virginia,911.639493957137
Morgan County,54065,West Virginia,920.189649772537
Nicholas County,54067,West Virginia,1048.69511480486
Ohio County,54069,West Virginia,895.658971931245
Pendleton County,54071,West Virginia,774.167082345502
Pleasants County,54073,West Virginia,988.791545110619
Pocahontas County,54075,West Virginia,941.237812604309
Preston County,54077,West Virginia,910.898080725487
Putnam County,54079,West Virginia,936.076269714575
Raleigh County,54081,West Virginia,1031.96510198305
Randolph County,54083,West Virginia,939.397091919678
Ritchie County,54085,West Virginia,1000.32845596387
Roane County,54087,West Virginia,1034.55229940002
Summers County,54089,West Virginia,942.789238019161
Taylor County,54091,West Virginia,922.627288815833
Tucker County,54093,West Virginia,892.646311362182
Tyler County,54095,West Virginia,982.913947720401
Upshur County,54097,West Virginia,943.941868412175
Wayne County,54099,West Virginia,1003.89614597483
Webster County,54101,West Virginia,1032.79397094946
Wetzel County,54103,West Virginia,995.189888814383
Wirt County,54105,West Virginia,996.23480879454
Wood County,54107,West Virginia,978.759938460654
Wyoming County,54109,West Virginia,1238.18075915298
Adams County,55001,Wisconsin,861.408426712762
Ashland County,55003,Wisconsin,897.728731105214
Barron County,55005,Wisconsin,775.920275277498
Bayfield County,55007,Wisconsin,740.370306366671
Brown County,55009,Wisconsin,710.793205353272
Buffalo County,55011,Wisconsin,753.894201927704
Burnett County,55013,Wisconsin,765.576982711805
Calumet County,55015,Wisconsin,764.063725090537
Chippewa County,55017,Wisconsin,737.757787816811
Clark County,55019,Wisconsin,734.232897524747
Columbia County,55021,Wisconsin,798.335508764892
Crawford County,55023,Wisconsin,761.603036287197
Dane County,55025,Wisconsin,684.07129141351
Dodge County,55027,Wisconsin,775.762978179225
Door County,55029,Wisconsin,688.315521499359
Douglas County,55031,Wisconsin,851.500033276144
Dunn County,55033,Wisconsin,664.413365820226
Eau Claire County,55035,Wisconsin,720.959620451213
Florence County,55037,Wisconsin,762.112418735177
Fond du Lac County,55039,Wisconsin,753.589988709207
Forest County,55041,Wisconsin,836.855525432826
Grant County,55043,Wisconsin,784.813996331936
Green County,55045,Wisconsin,722.189515068644
Green Lake County,55047,Wisconsin,813.543976100236
Iowa County,55049,Wisconsin,733.040417304716
Iron County,55051,Wisconsin,751.554895690685
Jackson County,55053,Wisconsin,832.815019716721
Jefferson County,55055,Wisconsin,733.659315017139
Juneau County,55057,Wisconsin,853.149289319844
Kenosha County,55059,Wisconsin,863.4868718701
Kewaunee County,55061,Wisconsin,643.581479730959
La Crosse County,55063,Wisconsin,740.309345975328
Lafayette County,55065,Wisconsin,683.325665158088
Langlade County,55067,Wisconsin,769.402580840621
Lincoln County,55069,Wisconsin,779.45742475986
Manitowoc County,55071,Wisconsin,741.014363925001
Marathon County,55073,Wisconsin,713.850868683136
Marinette County,55075,Wisconsin,797.210686532332
Marquette County,55077,Wisconsin,784.480899438508
Menominee County,55078,Wisconsin,1222.76807768701
Milwaukee County,55079,Wisconsin,861.723807964134
Monroe County,55081,Wisconsin,834.213580692693
Oconto County,55083,Wisconsin,769.223337886692
Oneida County,55085,Wisconsin,773.629599574942
Outagamie County,55087,Wisconsin,694.733812161362
Ozaukee County,55089,Wisconsin,641.555471193243
Pepin County,55091,Wisconsin,703.366229878207
Pierce County,55093,Wisconsin,684.906986609563
Polk County,55095,Wisconsin,767.687898737965
Portage County,55097,Wisconsin,684.854459207264
Price County,55099,Wisconsin,790.182513067461
Racine County,55101,Wisconsin,793.237063926377
Richland County,55103,Wisconsin,682.3027722607
Rock County,55105,Wisconsin,813.127448425489
Rusk County,55107,Wisconsin,801.47836772706
Saint Croix County,55109,Wisconsin,734.190139185152
Sauk County,55111,Wisconsin,764.924514872278
Sawyer County,55113,Wisconsin,876.82276097266
Shawano County,55115,Wisconsin,770.995775997489
Sheboygan County,55117,Wisconsin,736.871026184368
Taylor County,55119,Wisconsin,644.253701632259
Trempealeau County,55121,Wisconsin,741.58504958742
Vernon County,55123,Wisconsin,744.127573759975
Vilas County,55125,Wisconsin,745.619100635161
Walworth County,55127,Wisconsin,793.542452355218
Washburn County,55129,Wisconsin,841.336624356487
Washington County,55131,Wisconsin,682.236944873253
Waukesha County,55133,Wisconsin,676.239671316717
Waupaca County,55135,Wisconsin,892.300594539061
Waushara County,55137,Wisconsin,757.312427449922
Winnebago County,55139,Wisconsin,736.609129981621
Wood County,55141,Wisconsin,688.077435438718
Albany County,56001,Wyoming,718.640112524578
Big Horn County,56003,Wyoming,898.52965673787
Campbell County,56005,Wyoming,895.840424490217
Carbon County,56007,Wyoming,905.281694017665
Converse County,56009,Wyoming,818.471181168639
Crook County,56011,Wyoming,700.557933609924
Fremont County,56013,Wyoming,935.955509193524
Goshen County,56015,Wyoming,718.045704589991
Hot Springs County,56017,Wyoming,879.928580383127
Johnson County,56019,Wyoming,751.968378683515
Laramie County,56021,Wyoming,793.835570324901
Lincoln County,56023,Wyoming,728.582573240914
Natrona County,56025,Wyoming,863.978009767972
Niobrara County,56027,Wyoming,778.891836383427
Park County,56029,Wyoming,702.235747726267
Platte County,56031,Wyoming,788.390660670217
Sheridan County,56033,Wyoming,837.096144145792
Sublette County,56035,Wyoming,699.472629852955
Sweetwater County,56037,Wyoming,859.733702604296
Teton County,56039,Wyoming,540.160873999218
Uinta County,56041,Wyoming,884.445004377919
Washakie County,56043,Wyoming,794.136919937563
Weston County,56045,Wyoming,767.261330960922
